"fecha_deteccion","fuente","identificador","fecha_registro","entidad","grupo","nivel_relacion","valor"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9755149","2026-08-11","INSTITUTO DEPARTAMENTAL DE BELLAS ARTES","Otras entidades del Valle","Contexto","11099413"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9778869","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA","Otras entidades del Valle","Contexto","10000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9774347","2026-08-10","Sena - Centro Agropecuario de Buga","Otras entidades del Valle","Contexto","17528750"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9778546","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9778372","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA","Otras entidades del Valle","Contexto","8000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9748669","2026-08-11","ARMADA NACIONAL BASE NAVAL ARC MALAGA","Otras entidades del Valle","Contexto","168991178"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9780298","2026-08-10","MUNICIPIO DE SAN JUAN BAUTISTA DE GUACARI2","Otras entidades del Valle","Contexto","12520000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9778332","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA","Otras entidades del Valle","Contexto","11600000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9793263","2026-08-11","MUNICIPIO DE FLORIDA","Otras entidades del Valle","Contexto","15000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9775703","2026-08-10","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA-SUROCCIDENTE","Otras entidades del Valle","Contexto","6568500"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9775280","2026-08-10","DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA-SUROCCIDENTE","Otras entidades del Valle","Contexto","6568500"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9788913","2026-08-10","Sena - Centro Agropecuario de Buga","Otras entidades del Valle","Contexto","19265833"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9784603","2026-08-11","ALCALDIA MUNICIPIO DE JAMUNDI","Otras entidades del Valle","Contexto","20000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9782917","2026-08-11","MUNICIPIO DE PRADERA","Otras entidades del Valle","Contexto","23500000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9769486","2026-08-11","DISPENSARIO MEDICO DE CALI","Otras entidades del Valle","Contexto","11440000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9782550","2026-08-11","PERSONERIA MUNICIPAL DE YUMBO","Otras entidades del Valle","Contexto","7632000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9776791","2026-08-10","UNIDAD CENTRAL DEL VALLE DEL CAUCA","Otras entidades del Valle","Contexto","14634000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9777781","2026-08-10","DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA","Alcaldía de Cali","Contexto","5663000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9729806","2026-08-10","ALCALDIA MUNICIPIO DE JAMUNDI","Otras entidades del Valle","Contexto","448607805"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9775862","2026-08-11","BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO","Otras entidades del Valle","Contexto","27500000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9781347","2026-08-10","SECRETARIA DE AMBIENTE Y DESARROLLO SOSTENIBLE","Gobernación del Valle","Contexto","6000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9792762","2026-08-11","MUNICIPIO DE FLORIDA","Otras entidades del Valle","Contexto","9000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9777784","2026-08-11","GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD","Gobernación del Valle","Contexto","20000000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9777597","2026-08-11","GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD","Gobernación del Valle","Contexto","30900000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9778268","2026-08-10","DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA","Alcaldía de Cali","Contexto","2792000"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9773394","2026-08-10","Sena - Centro Agropecuario de Buga","Otras entidades del Valle","Contexto","18634167"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9772925","2026-08-10","Sena - Centro Agropecuario de Buga","Otras entidades del Valle","Contexto","18634167"
"2026-08-12 20:06:54","contratos","CO1.PCCNTR.9777843","2026-08-11","GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD","Gobernación del Valle","Contexto","20000000"
"2026-08-12 20:44:56","contratos","CO1.PCCNTR.9788942","2026-08-10","MUNICIPIO DE EL ROSAL","Fuera del Valle","Contexto","8000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10806866","2026-08-11","ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE","Otras entidades del Valle","Contexto","13261250"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834978","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","3649828"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835087","2026-08-11","DISPENSARIO MEDICO DE CALI","Otras entidades del Valle","Contexto","27270000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10831181","2026-08-11","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","5000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10822334","2026-08-11","MUNICIPIO DE YUMBO VALLE","Otras entidades del Valle","Contexto","10000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834411","2026-08-11","INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO -IMETY-","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10833373","2026-08-11","INSTITUTO MUNICIPAL DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO DE YUMBO -IMETY-","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837339","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","5600000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837180","2026-08-11","MUNICIPIO DE VERSALLES","Otras entidades del Valle","Contexto","17500000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10829464","2026-08-10","INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA","Otras entidades del Valle","Contexto","13375000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10836079","2026-08-11","IPC","Otras entidades del Valle","Contexto","8109536"
"2026-08-12 21:24:48","procesos","CO1.REQ.10831854","2026-08-11","MUNICIPIO DE YUMBO VALLE","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10830681","2026-08-11","DISPENSARIO MEDICO DE CALI","Otras entidades del Valle","Contexto","40905000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10809988","2026-08-11","ESPY S.A. ESP**","Otras entidades del Valle","Contexto","20812000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10807505","2026-08-11","ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE","Otras entidades del Valle","Contexto","18565750"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834359","2026-08-11","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","3500000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10823635","2026-08-10","Sena - Centro Agropecuario de Buga","Otras entidades del Valle","Contexto","77063332"
"2026-08-12 21:24:48","procesos","CO1.REQ.10833959","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","3649828"
"2026-08-12 21:24:48","procesos","CO1.REQ.10833425","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","5600000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10832402","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","2645000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10826331","2026-08-10","RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","20158600"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837476","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE YUMBO","Otras entidades del Valle","Contexto","8000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10828843","2026-08-10","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","179999670"
"2026-08-12 21:24:48","procesos","CO1.REQ.10830916","2026-08-11","INSTITUCION EDUCATIVA ANTONIO NARIÑO","Otras entidades del Valle","Contexto","6000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834353","2026-08-11","ALCALDIA DE ALCALA","Otras entidades del Valle","Contexto","20000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10825863","2026-08-10","ALCALDIA MUNICIPIO DE JAMUNDI","Otras entidades del Valle","Contexto","14000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834059","2026-08-11","INSTITUCION EDUCATIVA INMACULADA CONCEPCION - CANDELARIA","Otras entidades del Valle","Contexto","31561300"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835652","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","5600000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10814889","2026-08-11","INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834776","2026-08-11","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","5000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10833775","2026-08-11","EMPRESAS MUNICIPALES DE CALI","Otras entidades del Valle","Contexto","24960000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835178","2026-08-11","MUNICIPIO DE FLORIDA","Otras entidades del Valle","Contexto","10000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10827235","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","8920000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10815363","2026-08-11","ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE","Otras entidades del Valle","Contexto","18565750"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834860","2026-08-11","ALCALDIA MUNICIPIO DE JAMUNDI","Otras entidades del Valle","Contexto","22500000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10831773","2026-08-11","MUNICIPIO DE YUMBO VALLE","Otras entidades del Valle","Contexto","16400000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10827795","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","3200000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837116","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","6349980"
"2026-08-12 21:24:48","procesos","CO1.REQ.10831624","2026-08-11","MUNICIPIO DE FLORIDA","Otras entidades del Valle","Contexto","9000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835897","2026-08-11","EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA","Otras entidades del Valle","Contexto","3100000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835580","2026-08-11","EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA","Otras entidades del Valle","Contexto","2100000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10828901","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","2700000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10816513","2026-08-11","ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE","Otras entidades del Valle","Contexto","26522500"
"2026-08-12 21:24:48","procesos","CO1.REQ.10826878","2026-08-10","CENTRO DE DIAGNOSTICO AUTOMOTOR DE TULUA LIMITADA","Otras entidades del Valle","Contexto","3300000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10827590","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","3744000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10829281","2026-08-10","INSTITUTO DE FINANCIAMIENTO, PROMOCIÓN Y DESARROLLO DE TULUÁ","Otras entidades del Valle","Contexto","15250000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834102","2026-08-11","HOSPITAL KENNEDY ESE","Otras entidades del Valle","Contexto","34300000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837466","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","5600000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10799484","2026-08-11","ESPY S.A. ESP**","Otras entidades del Valle","Contexto","8800000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10832060","2026-08-11","INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL*","Otras entidades del Valle","Contexto","14000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10834463","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","3649828"
"2026-08-12 21:24:48","procesos","CO1.REQ.10827911","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","4000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10827834","2026-08-10","HOSPITAL SAN VICENTE FERRER ESE","Otras entidades del Valle","Contexto","7900000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10815993","2026-08-11","ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE","Otras entidades del Valle","Contexto","21218000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10832134","2026-08-11","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","5000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10831231","2026-08-11","HOSPITAL RAUL OREJUELA BUENO","Otras entidades del Valle","Contexto","3000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10816176","2026-08-11","ALCALDIA MUNICIPIO DE JAMUNDI","Otras entidades del Valle","Contexto","14000000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835241","2026-08-11","UNIAJC","Otras entidades del Valle","Contexto","333060797"
"2026-08-12 21:24:48","procesos","CO1.REQ.10837132","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","3649828"
"2026-08-12 21:24:48","procesos","CO1.REQ.10835343","2026-08-11","HOSPITAL HENRY VALENCIA OROZCO EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","476000"
"2026-08-12 21:24:48","procesos","CO1.REQ.10832651","2026-08-11","RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO","Otras entidades del Valle","Contexto","2645000"
